0.000000,10.000000,0.000000
0.031250,10.000000,-0.312500
0.062500,9.990234,-0.625000
0.093750,9.970703,-0.937195
0.125000,9.941416,-1.248779
0.156250,9.902391,-1.559449
0.187500,9.853659,-1.868898
0.218750,9.795256,-2.176825
0.250000,9.727230,-2.482927
0.281250,9.649638,-2.786903
0.312500,9.562548,-3.088454
0.343750,9.466033,-3.387284
0.375000,9.360181,-3.683097
0.406250,9.245084,-3.975603
0.437500,9.120846,-4.264512
0.468750,8.987580,-4.549538
0.500000,8.845407,-4.830400
0.531250,8.694457,-5.106819
0.562500,8.534869,-5.378521
0.593750,8.366791,-5.645235
0.625000,8.190377,-5.906698
0.656250,8.005793,-6.162647
0.687500,7.813210,-6.412828
0.718750,7.612809,-6.656991
0.750000,7.404778,-6.894891
0.781250,7.189313,-7.126290
0.812500,6.966616,-7.350956
0.843750,6.736899,-7.568663
0.875000,6.500378,-7.779191
0.906250,6.257278,-7.982328
0.937500,6.007831,-8.177868
0.968750,5.752272,-8.365613
1.000000,5.490847,-8.545371
1.031250,5.223804,-8.716960
1.062500,4.951399,-8.880204
1.093750,4.673893,-9.034935
1.125000,4.391551,-9.180994
1.156250,4.104645,-9.318230
1.187500,3.813450,-9.446501
1.218750,3.518247,-9.565671
1.250000,3.219320,-9.675616
1.281250,2.916957,-9.776220
1.312500,2.611450,-9.867375
1.343750,2.303094,-9.948982
1.375000,1.992189,-10.020954
1.406250,1.679034,-10.083210
1.437500,1.363934,-10.135680
1.468750,1.047194,-10.178303
1.500000,0.729122,-10.211028
1.531250,0.410027,-10.233813
1.562500,0.090220,-10.246626
1.593750,-0.229987,-10.249445
1.625000,-0.550282,-10.242258
1.656250,-0.870352,-10.225062
1.687500,-1.189886,-10.197863
1.718750,-1.508569,-10.160680
1.750000,-1.826090,-10.113537
1.781250,-2.142138,-10.056471
1.812500,-2.456403,-9.989530
1.843750,-2.768576,-9.912767
1.875000,-3.078350,-9.826249
1.906250,-3.385420,-9.730051
1.937500,-3.689484,-9.624256
1.968750,-3.990242,-9.508960
2.000000,-4.287397,-9.384265
2.031250,-4.580655,-9.250284
2.062500,-4.869727,-9.107138
2.093750,-5.154325,-8.954959
2.125000,-5.434167,-8.793887
2.156250,-5.708976,-8.624069
2.187500,-5.978478,-8.445663
2.218750,-6.242405,-8.258836
2.250000,-6.500494,-8.063761
2.281250,-6.752486,-7.860620
2.312500,-6.998131,-7.649605
2.343750,-7.237181,-7.430914
2.375000,-7.469397,-7.204752
2.406250,-7.694546,-6.971333
2.437500,-7.912400,-6.730878
2.468750,-8.122740,-6.483616
2.500000,-8.325353,-6.229780
2.531250,-8.520033,-5.969613
2.562500,-8.706584,-5.703362
2.593750,-8.884814,-5.431281
2.625000,-9.054541,-5.153631
2.656250,-9.215592,-4.870676
2.687500,-9.367801,-4.582689
2.718750,-9.511010,-4.289945
2.750000,-9.645071,-3.992726
2.781250,-9.769843,-3.691318
2.812500,-9.885197,-3.386010
2.843750,-9.991010,-3.077098
2.875000,-10.087169,-2.764879
2.906250,-10.173572,-2.449655
2.937500,-10.250123,-2.131731
2.968750,-10.316740,-1.811414
3.000000,-10.373347,-1.489016
3.031250,-10.419878,-1.164849
3.062500,-10.456280,-0.839228
3.093750,-10.482506,-0.512469
3.125000,-10.498520,-0.184891
3.156250,-10.504298,0.143188
3.187500,-10.499824,0.471447
3.218750,-10.485091,0.799567
3.250000,-10.460104,1.127226
3.281250,-10.424879,1.454104
3.312500,-10.379438,1.779882
3.343750,-10.323817,2.104239
3.375000,-10.258059,2.426858
3.406250,-10.182220,2.747423
3.437500,-10.096363,3.065617
3.468750,-10.000562,3.381128
3.500000,-9.894902,3.693646
3.531250,-9.779476,4.002862
3.562500,-9.654386,4.308470
3.593750,-9.519747,4.610170
3.625000,-9.375679,4.907662
3.656250,-9.222314,5.200652
3.687500,-9.059794,5.488849
3.718750,-8.888267,5.771968
3.750000,-8.707893,6.049726
3.781250,-8.518839,6.321848
3.812500,-8.321282,6.588061
3.843750,-8.115405,6.848102
3.875000,-7.901402,7.101708
3.906250,-7.679473,7.348627
3.937500,-7.449829,7.588610
3.968750,-7.212685,7.821417
4.000000,-6.968265,8.046814
4.031250,-6.716802,8.264572
4.062500,-6.458535,8.474472
4.093750,-6.193707,8.676301
4.125000,-5.922573,8.869855
4.156250,-5.645390,9.054935
4.187500,-5.362423,9.231354
4.218750,-5.073943,9.398929
4.250000,-4.780227,9.557490
4.281250,-4.481555,9.706872
4.312500,-4.178215,9.846921
4.343750,-3.870499,9.977490
4.375000,-3.558703,10.098443
4.406250,-3.243126,10.209652
4.437500,-2.924075,10.311000
4.468750,-2.601856,10.402378
4.500000,-2.276782,10.483686
4.531250,-1.949166,10.554835
4.562500,-1.619328,10.615746
4.593750,-1.287586,10.666350
4.625000,-0.954262,10.706587
4.656250,-0.619681,10.736408
4.687500,-0.284169,10.755773
4.718750,0.051949,10.764653
4.750000,0.388345,10.763030
4.781250,0.724689,10.750894
4.812500,1.060655,10.728248
4.843750,1.395912,10.695102
4.875000,1.730134,10.651480
4.906250,2.062993,10.597413
4.937500,2.394162,10.532945
4.968750,2.723317,10.458127
5.000000,3.050133,10.373024
5.031250,3.374290,10.277707
5.062500,3.695469,10.172260
5.093750,4.013352,10.056777
5.125000,4.327626,9.931360
5.156250,4.637981,9.796121
5.187500,4.944110,9.651184
5.218750,5.245709,9.496681
5.250000,5.542481,9.332753
5.281250,5.834129,9.159550
5.312500,6.120365,8.977234
5.343750,6.400904,8.785972
5.375000,6.675465,8.585944
5.406250,6.943776,8.377336
5.437500,7.205568,8.160343
5.468750,7.460578,7.935169
5.500000,7.708553,7.702026
5.531250,7.949241,7.461133
5.562500,8.182401,7.212719
5.593750,8.407799,6.957019
5.625000,8.625206,6.694276
5.656250,8.834402,6.424738
5.687500,9.035175,6.148663
5.718750,9.227320,5.866314
5.750000,9.410643,5.577960
5.781250,9.584954,5.283877
5.812500,9.750075,4.984348
5.843750,9.905836,4.679658
5.875000,10.052075,4.370100
5.906250,10.188641,4.055973
5.937500,10.315390,3.737578
5.968750,10.432189,3.415222
6.000000,10.538915,3.089216
6.031250,10.635453,2.759875
6.062500,10.721699,2.427517
6.093750,10.797559,2.092464
6.125000,10.862949,1.755040
6.156250,10.917794,1.415573
6.187500,10.962030,1.074392
6.218750,10.995605,0.731829
6.250000,11.018475,0.388216
6.281250,11.030606,0.043889
6.312500,11.031978,-0.300818
6.343750,11.022577,-0.645567
6.375000,11.002403,-0.990023
6.406250,10.971465,-1.333848
6.437500,10.929783,-1.676706
6.468750,10.877385,-2.018262
6.500000,10.814315,-2.358180
6.531250,10.740622,-2.696127
6.562500,10.656368,-3.031772
6.593750,10.561625,-3.364783
6.625000,10.456475,-3.694834
6.656250,10.341012,-4.021599
6.687500,10.215337,-4.344756
6.718750,10.079563,-4.663985
6.750000,9.933814,-4.978971
6.781250,9.778221,-5.289403
6.812500,9.612927,-5.594972
6.843750,9.438084,-5.895376
6.875000,9.253854,-6.190316
6.906250,9.060406,-6.479499
6.937500,8.857922,-6.762637
6.968750,8.646589,-7.039447
7.000000,8.426607,-7.309653
7.031250,8.198180,-7.572984
7.062500,7.961524,-7.829178
7.093750,7.716863,-8.077975
7.125000,7.464426,-8.319127
7.156250,7.204453,-8.552390
7.187500,6.937191,-8.777530
7.218750,6.662893,-8.994317
7.250000,6.381821,-9.202532
7.281250,6.094242,-9.401964
7.312500,5.800430,-9.592409
7.343750,5.500667,-9.773673
7.375000,5.195240,-9.945568
7.406250,4.884441,-10.107920
7.437500,4.568569,-10.260558
7.468750,4.247926,-10.403326
7.500000,3.922822,-10.536074
7.531250,3.593570,-10.658662
7.562500,3.260487,-10.770961
7.593750,2.923894,-10.872851
7.625000,2.584118,-10.964223
7.656250,2.241486,-11.044977
7.687500,1.896330,-11.115023
7.718750,1.548986,-11.174284
7.750000,1.199789,-11.222689
7.781250,0.849080,-11.260183
7.812500,0.497199,-11.286716
7.843750,0.144490,-11.302254
7.875000,-0.208706,-11.306769
7.906250,-0.562042,-11.300247
7.937500,-0.915175,-11.282683
7.968750,-1.267759,-11.254084
8.000000,-1.619449,-11.214467
8.031250,-1.969901,-11.163859
8.062500,-2.318772,-11.102300
8.093750,-2.665719,-11.029838
8.125000,-3.010401,-10.946534
8.156250,-3.352480,-10.852459
8.187500,-3.691620,-10.747694
8.218750,-4.027485,-10.632331
8.250000,-4.359745,-10.506472
8.281250,-4.688073,-10.370230
8.312500,-5.012142,-10.223728
8.343750,-5.331634,-10.067098
8.375000,-5.646231,-9.900485
8.406250,-5.955621,-9.724040
8.437500,-6.259497,-9.537927
8.468750,-6.557557,-9.342318
8.500000,-6.849505,-9.137394
8.531250,-7.135048,-8.923347
8.562500,-7.413903,-8.700377
8.593750,-7.685790,-8.468692
8.625000,-7.950436,-8.228511
8.656250,-8.207577,-7.980060
8.687500,-8.456954,-7.723573
8.718750,-8.698316,-7.459294
8.750000,-8.931419,-7.187471
8.781250,-9.156027,-6.908364
8.812500,-9.371914,-6.622239
8.843750,-9.578859,-6.329366
8.875000,-9.776651,-6.030027
8.906250,-9.965090,-5.724507
8.937500,-10.143980,-5.413098
8.968750,-10.313140,-5.096098
9.000000,-10.472393,-4.773812
9.031250,-10.621574,-4.446550
9.062500,-10.760529,-4.114626
9.093750,-10.889111,-3.778359
9.125000,-11.007185,-3.438075
9.156250,-11.114625,-3.094100
9.187500,-11.211315,-2.746768
9.218750,-11.297152,-2.396415
9.250000,-11.372040,-2.043379
9.281250,-11.435895,-1.688002
9.312500,-11.488645,-1.330631
9.343750,-11.530228,-0.971610
9.375000,-11.560591,-0.611291
9.406250,-11.579693,-0.250022
9.437500,-11.587507,0.111843
9.468750,-11.584011,0.473953
9.500000,-11.569200,0.835953
9.531250,-11.543077,1.197490
9.562500,-11.505655,1.558212
9.593750,-11.456961,1.917763
9.625000,-11.397031,2.275793
9.656250,-11.325913,2.631951
9.687500,-11.243664,2.985885
9.718750,-11.150355,3.337250
9.750000,-11.046066,3.685698
9.781250,-10.930888,4.030888
9.812500,-10.804923,4.372478
9.843750,-10.668283,4.710132
9.875000,-10.521091,5.043516
9.906250,-10.363481,5.372300
9.937500,-10.195597,5.696159
9.968750,-10.017592,6.014771
10.000000,-9.829630,6.327821
10.031250,-9.631886,6.634997
10.062500,-9.424542,6.935993
10.093750,-9.207793,7.230510
10.125000,-8.981839,7.518254
10.156250,-8.746894,7.798936
10.187500,-8.503177,8.072277
10.218750,-8.250918,8.338001
10.250000,-7.990356,8.595842
10.281250,-7.721736,8.845541
10.312500,-7.445313,9.086845
10.343750,-7.161349,9.319511
10.375000,-6.870114,9.543303
10.406250,-6.571886,9.757994
10.437500,-6.266948,9.963366
10.468750,-5.955593,10.159208
10.500000,-5.638118,10.345320
10.531250,-5.314827,10.521511
10.562500,-4.986029,10.687600
10.593750,-4.652042,10.843413
10.625000,-4.313185,10.988789
10.656250,-3.969786,11.123576
10.687500,-3.622174,11.247632
10.718750,-3.270685,11.360825
10.750000,-2.915660,11.463034
10.781250,-2.557440,11.554148
10.812500,-2.196373,11.634068
10.843750,-1.832808,11.702705
10.875000,-1.467098,11.759980
10.906250,-1.099599,11.805827
10.937500,-0.730667,11.840190
10.968750,-0.360661,11.863023
11.000000,0.010058,11.874294
11.031250,0.381130,11.873979
11.062500,0.752192,11.862069
11.093750,1.122882,11.838563
11.125000,1.492837,11.803473
11.156250,1.861695,11.756822
11.187500,2.229096,11.698644
11.218750,2.594679,11.628985
11.250000,2.958084,11.547901
11.281250,3.318956,11.455461
11.312500,3.676939,11.351743
11.343750,4.031681,11.236839
11.375000,4.382833,11.110849
11.406250,4.730047,10.973885
11.437500,5.072981,10.826071
11.468750,5.411295,10.667541
11.500000,5.744656,10.498438
11.531250,6.072732,10.318917
11.562500,6.395198,10.129144
11.593750,6.711734,9.929295
11.625000,7.022025,9.719553
11.656250,7.325761,9.500115
11.687500,7.622639,9.271185
11.718750,7.912364,9.032977
11.750000,8.194644,8.785716
11.781250,8.469198,8.529633
11.812500,8.735749,8.264971
11.843750,8.994029,7.991979
11.875000,9.243778,7.710915
11.906250,9.484745,7.422047
11.937500,9.716684,7.125649
11.968750,9.939360,6.822002
12.000000,10.152548,6.511397
12.031250,10.356029,6.194130
12.062500,10.549595,5.870504
12.093750,10.733049,5.540830
12.125000,10.906200,5.205422
12.156250,11.068869,4.864603
12.187500,11.220888,4.518701
12.218750,11.362097,4.168048
12.250000,11.492349,3.812983
12.281250,11.611504,3.453847
12.312500,11.719437,3.090987
12.343750,11.816031,2.724755
12.375000,11.901179,2.355504
12.406250,11.974789,1.983592
12.437500,12.036776,1.609380
12.468750,12.087069,1.233231
12.500000,12.125607,0.855510
12.531250,12.152342,0.476584
12.562500,12.167235,0.096824
12.593750,12.170261,-0.283402
12.625000,12.161405,-0.663723
12.656250,12.140663,-1.043767
12.687500,12.108046,-1.423163
12.718750,12.063572,-1.801539
12.750000,12.007274,-2.178526
12.781250,11.939195,-2.553753
12.812500,11.859390,-2.926853
12.843750,11.767926,-3.297459
12.875000,11.664880,-3.665206
12.906250,11.550343,-4.029734
12.937500,11.424413,-4.390682
12.968750,11.287205,-4.747695
13.000000,11.138839,-5.100420
13.031250,10.979451,-5.448509
13.062500,10.809185,-5.791617
13.093750,10.628197,-6.129404
13.125000,10.436653,-6.461535
